"600779 - 水井坊 - SJF",
"600780 - 通宝能源 - TBNY",
"600781 - 辅仁药业 - FRYY",
"600782 - 新钢股份 - XGGF",
"600783 - 鲁信创投 - LXCT",
"600784 - 鲁银投资 - LYTZ",
"600785 - 新华百货 - XHBH",
"600787 - 中储股份 - ZCGF",
"600789 - 鲁抗医药 - LKYY",
"600790 - 轻纺城 - QFC",
"600791 - 京能置业 - JNZY",
"600792 - 云煤能源 - YMNY",
"600793 - ST宜纸 - STYZ",
"600794 - 保税科技 - BSKJ",
"600795 - 国电电力 - GDDL",
"600796 - 钱江生化 - QJSH",
"600797 - 浙大网新 - ZDWX",
"600798 - 宁波海运 - NBHY",
"600800 - 天津磁卡 - TJCK",
"600801 - 华新水泥 - HXSN",
"600802 - 福建水泥 - FJSN",
"600803 - 新奥股份 - XAGF",
"600804 - 鹏博士 - PBS",
"600805 - 悦达投资 - YDTZ",
"600806 - 昆明机床 - KMJC",
"600807 - 天业股份 - TYGF",
"600808 - 马钢股份 - MGGF",
"600809 - 山西汾酒 - SXFJ",
"600810 - 神马股份 - SMGF",
"600811 - 东方集团 - DFJT",
"600812 - 华北制药 - HBZY",
"600814 - 杭州解百 - HZJB",
"600815 - 厦工股份 - XGGF",
"600816 - 安信信托 - AXXT",
"600817 - ST宏盛 - STHS",
"600818 - 中路股份 - ZLGF",
"600819 - 耀皮玻璃 - YPBL",
"600820 - 隧道股份 - SDGF",
"600821 - 津劝业 - JQY",
"600822 - 上海物贸 - SHWM",
"600823 - 世茂股份 - SMGF",
"600824 - 益民集团 - YMJT",
"600825 - 新华传媒 - XHCM",
"600826 - 兰生股份 - LSGF",
"600827 - 百联股份 - BLGF",
"600828 - 成商集团 - CSJT",
"600829 - 三精制药 - SJZY",
"600830 - 香溢融通 - XYRT",
"600831 - 广电网络 - GDWL",
"600832 - 东方明珠 - DFMZ",
"600833 - 第一医药 - DYYY",
"600834 - 申通地铁 - STDT",
"600835 - 上海机电 - SHJD",
"600836 - 界龙实业 - JLSY",
"600837 - 海通证券 - HTZQ",
"600838 - 上海九百 - SHJB",
"600839 - 四川长虹 - SCCH",
"600841 - 上柴股份 - SCGF",
"600843 - 上工申贝 - SGSB",
"600844 - 丹化科技 - DHKJ",
"600845 - 宝信软件 - BXRJ",
"600846 - 同济科技 - TJKJ",
"600847 - 万里股份 - WLGF",
"600848 - 自仪股份 - ZYGF",
"600850 - 华东电脑 - HDDN",
"600851 - 海欣股份 - HXGF",
"600853 - 龙建股份 - LJGF",
"600854 - 春兰股份 - CLGF",
"600855 - 航天长峰 - HTCF",
"600856 - 长百集团 - CBJT",
"600857 - 工大首创 - GDSC",
"600858 - 银座股份 - YZGF",
"600859 - 王府井 - WFJ",
"600860 - 京城股份 - JCGF",
"600861 - 北京城乡 - BJCX",
"600862 - 南通科技 - NTKJ",
"600863 - 内蒙华电 - NMHD",
"600864 - 哈投股份 - HTGF",
"600865 - 百大集团 - BDJT",
"600866 - 星湖科技 - XHKJ",
"600867 - 通化东宝 - THDB",
